"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-06-06,R004,"1077886","1",18,"00000020210606021379","0000000001"
2021-04-13,R002,"1104540","1",3,"00000002021041304209","0000000001"
2021-01-09,R003,"479017","2",19,"00000020210109042031","0000000001"
2021-04-29,R001,"646737","2",12,"00000020210429021541","0000000001"
2021-01-10,R001,"910805","2",20,"00000020210110076983","0000000001"
2021-03-10,R002,"892288","1",18,"00000020210310031849","0000000001"
2021-06-04,R003,"805603","2",5,"00000020210604036025","0000000002"
2021-03-10,R004,"1176833","2",16,"00000002021031001823","0000000003"
2021-02-18,R002,"750386","2",9,"00000020210218026275","0000000003"
2021-04-12,R002,"382371","1",5,"00000020210412014251","0000000002"
2021-03-26,R001,"1242530","1",5,"00000020210326011652","0000000003"
2021-04-08,R003,"247862","1",19,"00000020210408029163","0000000001"
2021-04-12,R001,"501826","1",1,"00000002021041201711","0000000003"
2021-07-16,R004,"769534","2",17,"00000020210716056733","0000000002"
2021-06-09,R004,"1425397","1",14,"00000002021060903383","0000000016"
2021-04-08,R001,"1082908","2",13,"00000020210408022932","0000000002"
2021-02-07,R001,"1183564","1",19,"00000002021020702816","0000000003"
2021-07-22,R001,"808326","1",5,"00000020210722057290","0000000003"
2021-06-30,R002,"177415","2",12,"00000002021063002369","0000000004"
2021-02-05,R003,"21100","2",16,"00000020210205022702","0000000001"
2021-01-19,R004,"554936","1",14,"00000020210119024359","0000000001"
2021-01-18,R002,"683153","1",12,"00000020210118016719","0000000008"
2021-05-21,R001,"617303","1",14,"00000002021052101610","0000000001"
2021-03-30,R003,"1211957","1",1,"00000020210330027989","0000000001"
2021-06-09,R001,"1033320","1",8,"00000020210609016084","0000000001"
2021-02-12,R001,"1318867","1",15,"00000020210212117807","0000000002"
2021-01-20,R002,"701475","1",19,"00000020210120048861","0000000014"
2021-04-02,R001,"1220433","2",3,"00000020210402012330","0000000001"
2021-02-03,R004,"248819","2",6,"00000020210203019199","0000000001"
2021-07-09,R004,"1206010","1",20,"00000020210709015354","0000000003"
2021-04-09,R002,"916512","2",7,"00000020210409016083","0000000002"
2021-04-18,R003,"789820","2",1,"00000020210418018305","0000000005"
2021-02-04,R003,"1215662","1",5,"00000020210204016044","0000000006"
2021-03-30,R004,"225080","1",20,"00000020210330013981","0000000001"
2021-04-10,R002,"1388193","1",11,"00000020210410018142","0000000004"
2021-01-11,R003,"1093254","1",16,"00000020210111026119","0000000015"
2021-02-26,R003,"1300360","1",11,"00000020210226018789","0000000001"
2021-01-26,R004,"1215772","2",13,"00000020210126033223","0000000001"
2021-02-18,R004,"1169668","2",14,"00000020210218029225","0000000002"
2021-02-11,R001,"467067","1",19,"00000020210211035258","0000000003"
2021-01-20,R001,"177245","2",14,"00000020210120012096","0000000001"
2021-07-14,R003,"1242530","2",8,"00000020210714045281","0000000003"
2021-06-23,R004,"739746","2",14,"00000002021062302587","0000000001"
2021-04-22,R003,"1025518","1",1,"00000002021042202748","0000000012"
2021-02-19,R004,"1078817","2",19,"00000020210219019267","0000000008"
2021-04-05,R002,"633668","1",5,"00000020210405011088","0000000002"
2021-03-24,R004,"398800","2",7,"00000020210324038652","0000000006"
2021-03-16,R003,"274754","1",6,"00000002021031601424","0000000002"
2021-01-24,R002,"744023","1",11,"00000020210124016905","0000000009"
2021-01-10,R002,"1032930","1",17,"00000020210110033383","0000000001"
2021-07-16,R002,"779912","2",5,"00000020210716011241","0000000004"
2021-05-27,R002,"508015","1",6,"00000020210527015074","0000000002"
2021-03-28,R002,"907954","2",5,"00000002021032801177","0000000001"
2021-05-19,R002,"813266","1",12,"00000020210519035520","0000000001"
2021-04-26,R001,"1126171","2",17,"00000020210426035510","0000000003"
2021-04-30,R001,"383748","1",7,"00000020210430012492","0000000003"
2021-01-27,R004,"221635","2",9,"00000020210127019087","0000000005"
2021-03-22,R002,"917665","2",8,"00000020210322011902","0000000003"
2021-03-16,R003,"1124821","1",8,"00000020210316032736","0000000001"
2021-06-10,R002,"725846","1",11,"00000002021061007282","0000000001"
2021-07-02,R002,"1130361","2",19,"00000020210702018310","0000000004"
2021-02-12,R002,"713928","2",12,"00000020210212011134","0000000002"
2021-05-03,R003,"616525","2",19,"00000020210503021214","0000000004"
2021-01-27,R003,"706051","1",20,"00000020210127013205","0000000002"
2021-03-12,R003,"726133","1",16,"00000020210312019694","0000000001"
2021-03-09,R004,"1103173","1",13,"00000020210309018453","0000000004"
2021-01-27,R004,"643091","2",8,"00000020210127018323","0000000013"
2021-06-23,R004,"977921","2",14,"00000020210623036560","0000000004"
2021-05-14,R001,"773262","1",6,"00000020210514055018","0000000002"
2021-03-31,R004,"1068405","1",8,"00000020210331014646","0000000001"
2021-07-10,R002,"745919","1",17,"00000020210710022134","0000000006"
2021-07-22,R003,"899974","2",19,"00000020210722013100","0000000001"
2021-05-21,R004,"1178124","2",16,"00000020210521023073","0000000001"
2021-02-23,R004,"1418955","1",13,"00000020210223014861","0000000006"
2021-01-25,R001,"1068405","2",17,"00000020210125017266","0000000001"
2021-07-14,R002,"731309","1",3,"00000020210714021342","0000000003"
2021-03-29,R004,"912503","2",15,"00000020210329048715","0000000001"
2021-02-24,R002,"892288","2",8,"00000020210224039273","0000000002"
2021-04-20,R002,"1061603","2",15,"00000020210420038160","0000000001"
2021-01-30,R003,"527233","1",6,"00000002021013007412","0000000010"
2021-04-20,R003,"858235","1",15,"00000002021042003942","0000000002"
2021-03-27,R002,"1421997","1",17,"00000020210327014535","0000000003"
2021-03-08,R003,"1183818","1",20,"00000020210308016935","0000000005"
2021-04-08,R003,"1176812","1",5,"00000020210408037509","0000000001"
2021-03-30,R003,"1136056","2",3,"00000020210330013022","0000000002"
2021-01-18,R004,"302689","2",13,"00000020210118016088","0000000006"
2021-03-04,R001,"266925","2",4,"00000020210304037090","0000000001"
2021-03-30,R002,"922197","1",2,"00000020210330027263","0000000001"
2021-07-12,R003,"675471","2",16,"00000020210712035235","0000000001"
2021-03-09,R004,"450444","1",20,"00000002021030902474","0000000002"
2021-05-23,R002,"375765","2",19,"00000020210523011310","0000000001"
2021-07-20,R002,"1121880","2",7,"00000002021072001532","0000000004"
2021-04-26,R003,"1174909","2",9,"00000002021042601668","0000000001"
2021-04-23,R004,"871768","2",9,"00000020210423015754","0000000004"
2021-01-31,R003,"1277556","1",3,"00000002021013108784","0000000008"
2021-01-27,R002,"701540","1",12,"00000020210127024197","0000000002"
2021-02-06,R001,"1051085","2",11,"00000020210206028975","0000000001"
2021-01-30,R003,"747029","1",18,"00000020210130049660","0000000001"
2021-05-23,R003,"1077886","1",4,"00000020210523023264","0000000002"
2021-06-10,R004,"1265577","2",3,"00000002021061002121","0000000002"
2021-06-04,R003,"726133","1",8,"00000002021060401152","0000000002"
2021-02-26,R001,"900267","1",7,"00000020210226037626","0000000002"
2021-05-02,R001,"566540","1",10,"00000020210502012722","0000000002"
2021-03-21,R001,"1265577","2",5,"00000020210321055698","0000000003"
2021-03-28,R001,"892589","2",3,"00000002021032804911","0000000001"
2021-03-04,R002,"617507","2",17,"00000002021030403254","0000000001"
2021-05-22,R003,"938978","1",1,"00000020210522024389","0000000001"
2021-02-09,R002,"362938","1",16,"00000020210209035071","0000000001"
2021-04-30,R002,"1015939","2",20,"00000020210430049962","0000000004"
2021-04-23,R004,"669924","2",17,"00000020210423012189","0000000004"
2021-06-11,R001,"1100521","1",10,"00000020210611011125","0000000001"
2021-03-04,R003,"1370946","1",7,"00000020210304035537","0000000001"
2021-07-05,R002,"527233","2",1,"00000020210705035685","0000000004"
2021-06-14,R001,"1402888","1",14,"00000020210614035006","0000000001"
2021-07-04,R004,"198678","1",11,"00000020210704012580","0000000002"
2021-02-28,R001,"1246574","1",7,"00000020210228019445","0000000002"
2021-02-07,R002,"1018176","2",17,"00000020210207011969","0000000003"
2021-03-16,R003,"1123219","2",7,"00000020210316013109","0000000003"
2021-07-15,R002,"1428824","1",17,"00000020210715056061","0000000006"
2021-03-27,R002,"726133","2",12,"00000020210327016908","0000000001"
2021-07-07,R001,"1389669","2",19,"00000002021070701673","0000000022"
2021-07-03,R003,"638239","1",16,"00000020210703021548","0000000003"
2021-01-24,R004,"631012","2",2,"00000020210124049218","0000000003"
2021-07-13,R002,"1328684","1",1,"00000020210713021239","0000000001"
2021-06-01,R003,"832231","2",19,"00000020210601015062","0000000005"
2021-01-20,R004,"719027","1",14,"00000020210120032403","0000000001"
2021-02-06,R003,"923275","2",18,"00000000202102060165","0000000002"
2021-06-29,R002,"919777","1",16,"00000020210629011680","0000000005"
2021-02-05,R001,"973410","1",14,"00000020210205015838","0000000001"
2021-03-01,R004,"912503","2",14,"00000020210301039532","0000000004"
2021-01-24,R004,"1054282","1",6,"00000020210124035238","0000000004"
2021-01-03,R001,"957263","2",13,"00000020210103013906","0000000001"
2021-05-20,R003,"892844","1",16,"00000020210520022363","0000000003"
2021-05-18,R001,"1388193","2",18,"00000020210518013493","0000000003"
2021-06-18,R003,"720016","2",15,"00000020210618017091","0000000001"
2021-01-26,R003,"673769","2",13,"00000020210126057533","0000000003"
2021-06-23,R003,"1154855","1",13,"00000020210623029175","0000000003"
2021-01-06,R004,"1146928","2",19,"00000020210106011601","0000000002"
2021-02-24,R002,"1096383","1",3,"00000020210224017001","0000000002"
2021-05-13,R003,"440184","1",2,"00000020210513029210","0000000002"
2021-01-20,R001,"1128608","2",12,"00000020210120013906","0000000002"
2021-02-08,R002,"633719","2",15,"00000020210208014936","0000000002"
2021-06-15,R004,"407431","1",7,"00000020210615037264","0000000008"
2021-02-09,R002,"429197","2",7,"00000020210209036598","0000000003"
2021-02-15,R004,"443655","2",4,"00000020210215016833","0000000001"
2021-06-03,R003,"424201","2",15,"00000002021060301461","0000000002"
2021-05-14,R002,"1363305","1",3,"00000020210514023123","0000000001"
2021-05-14,R004,"366962","2",2,"00000020210514016646","0000000003"
2021-04-05,R004,"390122","1",5,"00000020210405032558","0000000001"
2021-07-12,R002,"1007580","2",5,"00000020210712035252","0000000002"
2021-01-17,R004,"772041","1",19,"00000020210117019692","0000000008"
2021-01-08,R003,"631667","1",3,"00000020210108038213","0000000001"
2021-01-19,R003,"318802","2",9,"00000020210119043293","0000000009"
2021-05-10,R001,"1193387","2",10,"00000020210510024356","0000000002"
2021-04-17,R002,"1078817","1",7,"00000020210417014995","0000000002"
2021-04-16,R003,"531001","2",11,"00000020210416019744","0000000001"
2021-02-19,R004,"560917","2",4,"00000002021021901990","0000000001"
2021-02-22,R004,"634092","2",6,"00000020210222025661","0000000006"
2021-02-05,R002,"246335","1",20,"00000002021020502474","0000000002"
2021-01-05,R002,"1060297","1",1,"00000020210105013436","0000000001"
2021-05-13,R004,"877083","1",1,"00000020210513031119","0000000001"
2021-02-22,R003,"359884","1",10,"00000020210222042277","0000000001"
2021-03-22,R003,"21100","2",19,"00000002021032203757","0000000003"
2021-07-25,R001,"862820","1",1,"00000020210725043789","0000000008"
2021-02-18,R001,"1160542","2",17,"00000020210218017989","0000000001"
2021-02-26,R004,"722241","1",9,"00000020210226119844","0000000001"
2021-01-27,R001,"785917","1",20,"00000020210127011826","0000000006"
2021-03-04,R002,"947643","2",16,"00000020210304025099","0000000001"
2021-01-11,R004,"1177162","2",6,"00000020210111032660","0000000005"
2021-03-09,R004,"527233","1",11,"00000020210309039288","0000000016"
2021-04-28,R004,"1104343","1",14,"00000020210428013205","0000000001"
2021-02-01,R003,"1369917","2",6,"00000020210201018558","0000000002"
2021-01-22,R004,"1021635","1",5,"00000002021012202952","0000000003"
2021-02-02,R001,"1424394","1",2,"00000002021020207642","0000000003"
2021-01-08,R004,"1137889","1",12,"00000020210108021249","0000000006"
2021-01-31,R004,"826857","1",11,"00000020210131046806","0000000001"
2021-04-15,R004,"1112670","1",14,"00000020210415012794","0000000003"
2021-01-28,R003,"995206","2",1,"00000020210128012367","0000000004"
2021-01-27,R002,"1390773","2",14,"00000020210127014975","0000000001"
2021-04-03,R003,"487320","1",16,"00000020210403021700","0000000001"
2021-02-10,R004,"1428824","2",7,"00000020210210117349","0000000003"
2021-03-30,R004,"536609","2",16,"00000020210330012099","0000000002"
2021-03-26,R002,"1119539","1",4,"00000020210326039844","0000000003"
2021-04-17,R003,"750386","2",2,"00000002021041701837","0000000008"
2021-03-14,R003,"1140541","1",6,"00000020210314045375","0000000001"
2021-06-18,R001,"1268008","2",13,"00000002021061803231","0000000002"
2021-01-28,R002,"944263","2",8,"00000020210128011969","0000000001"
2021-03-04,R003,"1023712","2",13,"00000020210304026353","0000000002"
2021-03-05,R004,"923275","2",19,"00000002021030501788","0000000006"
2021-05-10,R003,"368663","2",20,"00000020210510031116","0000000001"
2021-01-28,R001,"1419572","2",10,"00000002021012802568","0000000001"
2021-04-15,R001,"611323","1",12,"00000020210415052416","0000000005"
2021-02-08,R002,"1153855","2",14,"00000002021020803207","0000000002"
2021-04-21,R002,"676690","2",15,"00000020210421035179","0000000008"
2021-03-17,R004,"616525","2",11,"00000020210317079498","0000000009"
2021-06-29,R002,"1080087","2",14,"00000020210629012162","0000000009"
2021-06-10,R002,"282676","1",18,"00000000202106100197","0000000001"
2021-03-01,R003,"1107526","1",7,"00000020210301019992","0000000019"
2021-05-20,R002,"1044634","1",17,"00000002021052001230","0000000001"
2021-03-21,R003,"1012614","1",1,"00000002021032104562","0000000004"
2021-05-15,R001,"1220603","1",11,"00000020210515011944","0000000018"
2021-03-10,R003,"825539","1",12,"00000020210310031841","0000000002"
2021-04-19,R002,"841839","2",3,"00000020210419047510","0000000002"
2021-05-31,R002,"908743","1",8,"00000002021053101214","0000000002"
2021-01-11,R001,"312432","1",13,"00000020210111037502","0000000001"
2021-03-02,R004,"407431","2",7,"00000020210302019537","0000000005"
2021-03-24,R004,"1415416","1",11,"00000020210324011633","0000000002"
2021-01-27,R001,"684299","1",5,"00000020210127017744","0000000001"
2021-04-09,R002,"1207634","2",19,"00000020210409029024","0000000005"
2021-01-21,R002,"619254","2",17,"00000020210121011636","0000000001"
2021-01-13,R003,"1281613","2",3,"00000020210113011645","0000000001"
2021-06-09,R002,"841775","2",13,"00000020210609035768","0000000005"
2021-01-20,R004,"1054282","1",3,"00000020210120039648","0000000003"
2021-05-15,R004,"747506","1",1,"00000002021051503579","0000000003"
2021-01-12,R002,"1035147","1",12,"00000020210112015740","0000000008"
2021-05-11,R004,"730883","1",12,"00000020210511014333","0000000001"
2021-02-13,R004,"342975","2",1,"00000020210213036314","0000000002"
2021-03-04,R004,"916302","2",2,"00000020210304044601","0000000002"
2021-05-11,R004,"722435","1",6,"00000020210511032239","0000000002"
2021-02-07,R001,"979317","1",19,"00000020210207022360","0000000003"
2021-04-23,R004,"1238729","2",5,"00000020210423012741","0000000003"
2021-01-27,R002,"789820","2",11,"00000020210127045975","0000000005"
2021-06-24,R001,"236556","2",8,"00000020210624013937","0000000001"
2021-04-01,R004,"816516","1",8,"00000020210401018084","0000000004"
2021-04-06,R003,"509861","1",7,"00000020210406014385","0000000001"
2021-03-26,R004,"744701","1",16,"00000020210326032252","0000000001"
2021-03-16,R002,"973246","2",16,"00000020210316025330","0000000002"
2021-04-01,R002,"487320","1",8,"00000020210401028162","0000000001"
2021-05-11,R003,"617864","2",7,"00000020210511012394","0000000002"
2021-03-07,R002,"661757","1",6,"00000002021030702124","0000000002"
2021-01-29,R003,"347270","2",20,"00000020210129018805","0000000002"
2021-01-26,R001,"1358913","2",11,"00000020210126017201","0000000001"
2021-05-11,R003,"1374650","1",3,"00000020210511018906","0000000002"
2021-07-08,R004,"753750","2",10,"00000020210708042387","0000000001"
2021-06-17,R004,"247862","2",4,"00000020210617038943","0000000002"
2021-03-01,R003,"451535","1",6,"00000020210301018549","0000000003"
2021-06-29,R004,"1251129","1",18,"00000020210629012033","0000000001"
2021-01-10,R001,"1198480","1",13,"00000020210110019797","0000000010"
2021-01-17,R003,"1415416","1",10,"00000020210117014015","0000000001"
2021-01-04,R004,"892288","1",3,"00000020210104011974","0000000005"
2021-03-28,R002,"603907","1",14,"00000020210328017488","0000000005"
2021-02-14,R003,"900338","2",5,"00000020210214011525","0000000001"
2021-03-23,R002,"1140541","2",7,"00000020210323038396","0000000004"
2021-04-24,R004,"983807","1",4,"00000020210424012829","0000000001"
2021-02-01,R002,"362938","1",20,"00000020210201039036","0000000002"
2021-01-28,R002,"1274666","2",7,"00000020210128033024","0000000001"
2021-04-16,R001,"862820","1",10,"00000020210416034550","0000000003"
2021-01-02,R002,"548638","1",11,"00000020210102049596","0000000002"
2021-04-15,R001,"1057184","2",11,"00000020210415019598","0000000001"
2021-04-13,R004,"1366584","1",18,"00000020210413019992","0000000001"
2021-01-22,R001,"453994","2",4,"00000020210122039428","0000000003"
2021-03-13,R002,"1425397","1",8,"00000020210313014277","0000000001"
2021-03-08,R004,"1103173","1",11,"00000020210308023853","0000000004"
2021-03-09,R004,"973410","1",1,"00000020210309039073","0000000003"
2021-06-01,R001,"366962","2",13,"00000020210601021125","0000000001"
2021-05-18,R003,"569543","2",5,"00000020210518028293","0000000001"
2021-04-21,R001,"373043","1",14,"00000020210421028490","0000000001"
2021-04-15,R004,"553643","1",1,"00000002021041501805","0000000007"
2021-01-24,R004,"439153","2",9,"00000020210124013134","0000000005"
2021-03-24,R004,"848687","2",3,"00000020210324018647","0000000003"
2021-01-05,R004,"412422","2",15,"00000020210105023361","0000000011"
2021-03-22,R003,"1124021","1",13,"00000020210322037830","0000000001"
2021-04-06,R004,"768266","1",16,"00000002021040603320","0000000001"
2021-02-26,R002,"1183238","2",7,"00000020210226013904","0000000001"
2021-03-29,R002,"1035147","2",15,"00000020210329011053","0000000005"
2021-02-25,R002,"985769","1",7,"00000020210225019860","0000000001"
2021-03-16,R003,"334428","2",10,"00000020210316031409","0000000001"
2021-06-01,R002,"247862","1",5,"00000020210601019829","0000000002"
2021-02-04,R004,"1389669","1",13,"00000020210204035673","0000000001"
2021-01-04,R004,"946632","1",9,"00000020210104085955","0000000001"
2021-06-17,R003,"653318","2",19,"00000020210617026763","0000000001"
2021-01-07,R004,"862615","1",5,"00000020210107014530","0000000001"
2021-01-28,R004,"413787","2",3,"00000020210128027319","0000000005"
2021-03-27,R002,"787626","2",10,"00000020210327027051","0000000004"
2021-04-20,R004,"1388566","2",9,"00000020210420023107","0000000002"
2021-01-10,R003,"330466","2",15,"00000020210110014131","0000000001"
2021-01-19,R004,"1033320","2",10,"00000020210119013331","0000000001"
2021-04-06,R002,"1211957","2",12,"00000020210406012389","0000000002"
2021-05-24,R002,"1307896","2",7,"00000020210524029766","0000000013"
2021-02-06,R002,"673473","1",16,"00000002021020602637","0000000006"
2021-02-02,R002,"1286833","1",5,"00000020210202018722","0000000001"
2021-01-28,R004,"814572","1",17,"00000020210128035944","0000000006"
2021-02-14,R003,"1182002","1",16,"00000020210214014795","0000000011"
2021-03-27,R004,"1128088","2",19,"00000000202103270379","0000000003"
2021-07-22,R003,"825539","2",9,"00000020210722027468","0000000001"
2021-03-17,R002,"1095997","1",2,"00000020210317025218","0000000001"
2021-01-22,R003,"770127","1",20,"00000020210122016102","0000000001"
2021-03-25,R001,"566540","1",14,"00000020210325012781","0000000003"
2021-07-09,R004,"1107050","2",12,"00000020210709055575","0000000001"
2021-04-04,R001,"688000","1",14,"00000020210404018596","0000000012"
2021-03-04,R004,"815108","2",9,"00000002021030403165","0000000002"
2021-06-24,R004,"1426782","2",17,"00000002021062403161","0000000003"
2021-06-29,R003,"1354327","1",20,"00000020210629016144","0000000002"
2021-03-16,R003,"1214606","1",17,"00000020210316026302","0000000003"
2021-03-11,R002,"558686","2",17,"00000002021031101497","0000000002"
2021-03-03,R004,"603907","1",9,"00000020210303052677","0000000004"
2021-02-27,R004,"956076","1",6,"00000002021022702273","0000000002"
2021-02-22,R003,"619682","1",14,"00000020210222038970","0000000003"
2021-05-24,R001,"1059945","1",14,"00000020210524036109","0000000001"
2021-02-09,R004,"818705","1",11,"00000020210209039665","0000000005"
2021-01-23,R001,"1399102","2",12,"00000020210123017591","0000000002"
2021-03-01,R003,"1096383","2",5,"00000020210301035457","0000000016"
2021-04-23,R002,"1006756","2",12,"00000020210423037010","0000000001"
2021-04-22,R001,"744023","1",2,"00000020210422053232","0000000001"
2021-03-28,R004,"825539","1",13,"00000020210328032298","0000000004"
2021-04-27,R003,"409556","1",4,"00000020210427037752","0000000001"
2021-06-14,R004,"374998","1",9,"00000002021061402433","0000000004"
2021-04-02,R003,"1234176","2",7,"00000020210402039233","0000000001"
2021-02-08,R003,"479017","1",6,"00000020210208027436","0000000001"
2021-01-18,R001,"1406676","1",11,"00000020210118026978","0000000001"
2021-05-28,R002,"745919","2",11,"00000020210528051286","0000000001"
2021-02-06,R001,"1371149","2",6,"00000020210206017511","0000000002"
2021-02-02,R002,"1026360","1",15,"00000020210202074683","0000000004"
2021-02-13,R002,"712830","2",14,"00000020210213031155","0000000001"
2021-01-03,R001,"1206010","2",15,"00000020210103023040","0000000001"
2021-07-12,R003,"204107","2",20,"00000020210712013021","0000000001"
2021-04-15,R001,"1149477","1",4,"00000020210415014309","0000000001"
2021-06-18,R001,"1136056","2",11,"00000020210618043192","0000000002"
2021-03-25,R004,"1149477","1",16,"00000020210325018821","0000000001"
2021-01-17,R004,"610703","2",11,"00000020210117028009","0000000003"
2021-07-16,R001,"535010","2",17,"00000020210716015872","0000000008"
2021-02-18,R001,"826857","1",12,"00000020210218016456","0000000001"
2021-02-03,R004,"546070","1",14,"00000020210203018434","0000000003"
2021-02-05,R004,"1242530","1",12,"00000002021020504976","0000000002"
2021-03-05,R001,"1036852","1",18,"00000020210305019307","0000000003"
2021-06-02,R003,"728666","1",6,"00000020210602033485","0000000001"
2021-02-26,R001,"567181","1",5,"00000020210226039639","0000000002"
2021-02-02,R004,"474315","1",19,"00000020210202011446","0000000005"
2021-01-26,R004,"1389345","1",11,"00000020210126045641","0000000002"
2021-01-05,R002,"413787","1",3,"00000020210105038395","0000000014"
2021-01-19,R002,"1388193","2",2,"00000020210119015624","0000000001"
2021-03-25,R001,"601059","2",17,"00000020210325065291","0000000004"
2021-06-03,R003,"274754","1",20,"00000020210603022183","0000000004"
2021-04-03,R001,"286890","1",18,"00000020210403019060","0000000002"
2021-01-15,R001,"531932","1",19,"00000020210115022372","0000000001"
2021-04-16,R003,"485205","1",16,"00000020210416014005","0000000001"
2021-04-07,R003,"689803","2",8,"00000020210407037365","0000000001"
2021-07-13,R004,"676690","1",13,"00000020210713021185","0000000001"
2021-04-25,R002,"1166625","2",13,"00000020210425032603","0000000001"
2021-05-25,R002,"1234373","1",19,"00000020210525014232","0000000001"
2021-02-25,R004,"631012","1",17,"00000020210225039448","0000000003"
2021-02-27,R004,"1050238","2",17,"00000020210227028049","0000000002"
2021-02-01,R001,"1323806","1",14,"00000020210201012132","0000000001"
2021-04-01,R002,"334428","2",4,"00000020210401028089","0000000002"
2021-04-11,R004,"294299","1",20,"00000002021041103786","0000000002"
2021-03-07,R003,"1025518","2",6,"00000020210307053533","0000000002"
2021-04-15,R004,"1071317","2",4,"00000020210415011445","0000000001"
2021-03-08,R002,"283943","2",19,"00000020210308021961","0000000001"
2021-06-29,R001,"391973","2",15,"00000002021062902337","0000000001"
2021-01-11,R001,"858235","2",20,"00000020210111024397","0000000004"
2021-05-31,R004,"788210","1",15,"00000002021053103578","0000000001"
2021-01-12,R003,"1283080","1",20,"00000020210112026440","0000000003"
2021-02-06,R003,"508015","2",1,"00000020210206019359","0000000003"
2021-01-14,R001,"391973","1",8,"00000020210114032094","0000000003"
2021-06-26,R004,"1119539","1",4,"00000020210626011899","0000000001"
2021-01-18,R004,"937908","2",20,"00000020210118031010","0000000002"
2021-04-15,R004,"1278864","1",18,"00000020210415014705","0000000001"
2021-01-26,R004,"439153","2",17,"00000020210126018391","0000000041"
2021-01-18,R002,"728666","1",19,"00000020210118027560","0000000002"
2021-01-09,R001,"986423","1",1,"00000020210109045156","0000000001"
2021-06-26,R001,"1259339","2",2,"00000020210626029537","0000000002"
2021-06-10,R003,"861138","2",9,"00000020210610034130","0000000001"
2021-02-08,R001,"745919","1",12,"00000020210208019715","0000000001"
2021-02-15,R001,"1231674","1",12,"00000002021021505130","0000000001"
2021-05-02,R004,"1044634","2",17,"00000020210502016552","0000000002"
2021-03-11,R002,"21100","1",1,"00000020210311031542","0000000002"
2021-02-19,R001,"1220433","1",6,"00000020210219043104","0000000001"
2021-04-25,R003,"779147","2",19,"00000020210425028500","0000000004"
2021-01-27,R003,"1211740","2",5,"00000020210127027132","0000000001"
2021-03-26,R001,"196411","2",9,"00000020210326028535","0000000002"
2021-05-04,R003,"896541","1",19,"00000020210504039473","0000000002"
2021-02-04,R001,"870803","2",16,"00000020210204019826","0000000001"
2021-06-18,R001,"1050238","1",19,"00000020210618011400","0000000003"
2021-02-08,R001,"1297526","2",6,"00000020210208036229","0000000001"
2021-03-17,R002,"857139","1",19,"00000020210317029172","0000000001"
2021-03-17,R001,"1268933","1",6,"00000020210317014490","0000000001"
2021-03-11,R003,"1214265","1",9,"00000020210311024304","0000000001"
2021-04-18,R003,"922197","2",2,"00000020210418033085","0000000001"
2021-04-07,R001,"1283080","2",15,"00000020210407034554","0000000002"
2021-04-28,R003,"565864","2",7,"00000020210428024132","0000000005"
2021-02-03,R001,"748881","1",17,"00000020210203025685","0000000002"
2021-04-17,R001,"708268","1",11,"00000000202104170153","0000000007"
2021-01-21,R002,"703805","1",5,"00000020210121024751","0000000001"
2021-04-20,R002,"873575","2",12,"00000020210420011277","0000000001"
2021-02-10,R004,"312432","1",19,"00000002021021001677","0000000001"
2021-03-12,R003,"375765","1",13,"00000020210312026073","0000000001"
2021-05-08,R003,"910805","1",10,"00000020210508019985","0000000001"
2021-03-03,R004,"1208842","2",20,"00000020210303034234","0000000001"
2021-05-31,R002,"722243","1",10,"00000020210531021737","0000000001"
2021-07-01,R004,"1044450","1",10,"00000020210701031429","0000000002"
2021-02-28,R001,"935147","1",10,"00000020210228014134","0000000002"
2021-01-19,R004,"507431","1",7,"00000020210119032106","0000000002"
2021-03-22,R004,"1027749","2",5,"00000020210322015105","0000000001"
2021-05-10,R003,"437068","1",20,"00000020210510052590","0000000002"
2021-07-07,R004,"338827","2",18,"00000020210707011392","0000000003"
2021-03-21,R002,"1069216","2",16,"00000020210321032351","0000000006"
2021-03-22,R001,"1419572","2",18,"00000020210322045953","0000000005"
2021-03-22,R003,"1369917","1",9,"00000020210322037789","0000000001"
2021-01-12,R004,"852671","1",20,"00000020210112017836","0000000001"
2021-02-15,R003,"712092","1",12,"00000020210215017555","0000000002"
2021-03-03,R003,"987556","1",6,"00000002021030303901","0000000001"
2021-06-04,R003,"1103173","1",5,"00000020210604028223","0000000007"
2021-02-18,R003,"623047","1",5,"00000020210218039436","0000000006"
2021-04-07,R003,"670760","2",1,"00000020210407027710","0000000001"
2021-04-21,R003,"1194669","1",13,"00000002021042101381","0000000004"
2021-03-23,R002,"676000","1",19,"00000002021032307575","0000000003"
2021-05-03,R002,"1099985","1",14,"00000020210503018098","0000000002"
2021-04-03,R003,"1173915","2",18,"00000002021040301617","0000000002"
2021-01-15,R004,"1371636","2",8,"00000020210115014180","0000000001"
2021-02-13,R004,"1143555","2",2,"00000020210213019646","0000000002"
2021-03-17,R004,"1297184","2",17,"00000020210317029248","0000000001"
2021-02-08,R004,"1060003","2",3,"00000020210208036563","0000000001"
2021-04-06,R003,"1166570","2",14,"00000020210406042593","0000000001"
2021-02-02,R001,"318802","1",3,"00000020210202055063","0000000001"
2021-04-15,R003,"1406676","2",19,"00000020210415019590","0000000001"
2021-02-27,R004,"916512","1",2,"00000020210227024430","0000000002"
2021-05-12,R002,"799928","1",11,"00000020210512032726","0000000002"
2021-06-30,R003,"1188174","1",4,"00000020210630025405","0000000002"
