address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 997 Carolina Street,997 Carolina St,2.0,2.0,1067.0,10/20/2015,920000.0,37.755969,-122.399473,Potrero Hill,5.0,Condominium,1978.0,1100313.0,94107.0
Address: 17 Temple Street,17 Temple St,1.0,2.0,895.0,10/31/2013,950000.0,37.76238,-122.442927,Corona Heights,4.0,SingleFamily,1910.0,1269459.0,94114.0
Address: 3330 16th Street,3330-3334 16TH St,2.0,2.0,5748.0,07/18/2013,860000.0,37.764817,-122.427142,Mission,24.0,Duplex,1907.0,2652447.0,94114.0
Address: 1325 Church Street,1325-1327 Church St,1.0,2.0,2792.0,08/20/2013,815000.0,37.749681,-122.426921,Eureka Valley - Dolores Heights - Castro,12.0,Condominium,1953.0,2278573.0,94114.0
Address: 76 Jersey Street,76 Jersey St,2.5,3.0,1750.0,07/18/2013,1708000.0,37.751172,-122.426849,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,1922.0,1452885.0,94114.0
Address: 2249 Washington Street,2249 Washington St,1.0,2.0,1018.0,07/18/2013,1650000.0,37.791845,-122.43024,Pacific Heights,5.0,Condominium,1947.0,1195634.0,94115.0
Address: 2345 Yorba Street,2345 Yorba St,1.0,2.0,1424.0,07/18/2013,780000.0,37.735103,-122.491962,Parkside,5.0,SingleFamily,1940.0,947608.0,94116.0
Address: 2762 40th Avenue,2762 40th Ave,2.0,3.0,1700.0,07/18/2013,795000.0,37.735306,-122.497388,Outer Parkside,6.0,SingleFamily,1954.0,1149002.0,94116.0
Address: 4627 California Street,4627 California St,1.5,2.0,1439.0,07/18/2013,960000.0,37.78445,-122.467135,Inner Richmond,5.0,Condominium,1912.0,1204702.0,94118.0
Address: 2539 Turk Boulevard,2539 Turk Blvd,1.5,3.0,1683.0,07/18/2013,1370000.0,37.77807,-122.449489,Lone Mountain,6.0,SingleFamily,1937.0,1679112.0,94118.0
Address: 1918 Lake Street,1918 Lake St,2.5,3.0,2310.0,07/18/2013,2080000.0,37.786212,-122.480343,Lake,7.0,SingleFamily,1911.0,3732619.0,94121.0
Address: 1422 18th Avenue,1422 18th Ave,1.0,2.0,1202.0,07/18/2013,818000.0,37.761276,-122.475563,Inner Sunset,5.0,Condominium,1925.0,1101432.0,94122.0
Address: 1766 10th Avenue,1766 10th Ave,3.0,4.0,1425.0,04/01/2014,1950000.0,37.755313,-122.466446,Inner Sunset,6.0,SingleFamily,1937.0,1733973.0,94122.0
Address: 1680 9th Avenue,1680 9th Ave,2.0,3.0,2032.0,07/18/2013,1650000.0,37.756992,-122.465481,Inner Sunset,8.0,SingleFamily,1914.0,1866367.0,94122.0
Address: 1418 Shafter Avenue,1418 Shafter Ave,3.0,4.0,2043.0,07/18/2013,400000.0,37.729349,-122.387207,Bayview,8.0,SingleFamily,1933.0,863521.0,94124.0
Address: 798 Monterey Boulevard #2A,798 Monterey Blvd APT 2A,2.0,2.0,1159.0,07/18/2013,630000.0,37.731799,-122.453198,Westwood Highlands,4.0,Condominium,1986.0,829538.0,94127.0
Address: 2 St. Charles Avenue,2 Saint Charles Ave,1.0,2.0,1200.0,07/18/2013,710000.0,37.713754,-122.469653,Ingleside Heights,5.0,SingleFamily,1948.0,752450.0,94132.0
Address: 267 Filbert Street,267-271 Filbert St,4.0,6.0,3351.0,07/18/2013,2625000.0,37.801862,-122.404037,Telegraph Hill,12.0,Townhouse,1941.0,3172320.0,94133.0
Address: 780 Colby Street,780 Colby St,1.0,2.0,837.0,07/18/2013,500000.0,37.720701,-122.410803,Portola,4.0,SingleFamily,1955.0,764497.0,94134.0
Address: 154 Harvard Street,154 Harvard St,1.0,2.0,1510.0,07/18/2013,766000.0,37.727537,-122.42137,Portola,6.0,SingleFamily,1928.0,862792.0,94134.0
Address: 5853 Mission Street #4,5853 Mission St APT 4,1.0,2.0,780.0,01/30/2015,350000.0,37.70881,-122.451423,Crocker Amazon,5.0,Condominium,1980.0,558681.0,94112.0
Address: 255 Howth Street,255 Howth St,1.0,2.0,1225.0,07/17/2013,625000.0,37.720081,-122.451079,Ingleside,5.0,Townhouse,1947.0,806963.0,94112.0
Address: 724 Cole Street #1,724 Cole St APT 1,1.0,1.0,628.0,10/21/2015,746000.0,37.767875,-122.450034,Haight-Ashbury,3.0,Condominium,1959.0,701205.0,94117.0
Address: 360 10th Street #6,360 10th St APT 6,2.0,1.0,1024.0,07/17/2013,635000.0,37.771865,-122.412098,South of Market,5.0,Condominium,2001.0,875477.0,94103.0
Address: 159 Caine Avenue,159 Caine Ave,1.0,4.0,1000.0,07/17/2013,640000.0,37.715497,-122.45174,Oceanview,6.0,SingleFamily,1931.0,757597.0,94112.0
Address: 1894 48th Avenue,1894 48th Ave,1.0,2.0,800.0,07/17/2013,745000.0,37.751156,-122.507207,Outer Sunset,4.0,SingleFamily,1944.0,796155.0,94122.0
Address: 368 Elm Street #403,368 Elm St APT 403,2.0,2.0,1153.0,07/17/2013,805000.0,37.781379,-122.423141,Van Ness - Civic Center,5.0,Condominium,2007.0,1042007.0,94102.0
Address: 891 26th Avenue,891 26th Ave,3.0,3.0,2134.0,06/06/2014,1625000.0,37.772726,-122.48557,Central Richmond,7.0,SingleFamily,1919.0,1526267.0,94121.0
Address: 1440 Broadway #205,1440 Broadway APT 205,2.0,2.0,1227.0,07/17/2013,900000.0,37.796385,-122.420727,Russian Hill,5.0,Condominium,1982.0,1381914.0,94109.0
Address: 246 2nd Street #802,246 2nd St APT 802,2.0,2.0,1049.0,07/17/2013,950000.0,37.78575,-122.397404,Yerba Buena,4.0,Condominium,2000.0,1255563.0,94105.0
Address: 45 Prosper Street,45 Prosper St,3.5,4.0,2500.0,07/17/2013,1100000.0,37.763566,-122.431434,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,1889.0,2258759.0,94114.0
Address: 8 Wilmot Street,8-10 Wilmot St,2.0,2.0,1454.0,07/17/2013,1200000.0,37.787706,-122.432353,Lower Pacific Heights,8.0,MultiFamily2To4,1906.0,1321154.0,94115.0
Address: 650 Delancey Street #311,650 Delancey St APT 311,2.0,1.0,1410.0,07/17/2013,1305000.0,37.782776,-122.389687,South Beach,3.0,Condominium,1996.0,1828079.0,94107.0
Address: 26 Hancock Street,26 Hancock St,3.0,3.0,2156.0,07/17/2013,2025000.0,37.760692,-122.429004,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1924.0,2812060.0,94114.0
Address: 33 Fountain Street,33 Fountain St,4.0,4.0,3152.0,07/17/2013,2849000.0,37.750292,-122.441313,Noe Valley,9.0,SingleFamily,1909.0,3709545.0,94114.0
Address: 2974 19th Avenue,2974 19th Ave,2.0,4.0,2389.0,07/16/2013,90000.0,37.732996,-122.474642,Lakeside,7.0,SingleFamily,1936.0,1615053.0,94132.0
Address: 1125 Mendell Street,1125 Mendell St,2.0,3.0,934.0,09/03/2015,600000.0,37.736036,-122.388762,Bayview,5.0,SingleFamily,1908.0,597548.0,94124.0
Address: 1001 Pine Street #704,1001 Pine St APT 704,1.0,1.0,616.0,03/05/2014,600000.0,37.790348,-122.412568,Downtown,3.0,Condominium,1963.0,629289.0,94109.0
Address: 127 Victoria Street,127 Victoria St,1.0,2.0,1144.0,07/16/2013,485000.0,37.713031,-122.465562,Ingleside Heights,5.0,SingleFamily,1946.0,654429.0,94132.0
Address: 301 Crescent Court #3105,301 Crescent Ct APT 3105,2.0,2.0,892.0,07/16/2013,530000.0,37.711177,-122.388069,Bayview,4.0,Condominium,2007.0,579097.0,94134.0
Address: 150 Cayuga Avenue,150 Cayuga Ave,2.0,3.0,825.0,07/16/2013,615000.0,37.731092,-122.431936,Mission Terrace,4.0,SingleFamily,1908.0,839360.0,94112.0
Address: 2 Corwin Street,2 Corwin St,1.0,1.0,677.0,07/16/2013,615000.0,37.757325,-122.43921,Eureka Valley - Dolores Heights - Castro,3.0,Condominium,1940.0,810547.0,94114.0
Address: 66 Cleary Court #710,66 Cleary Ct APT 710,2.0,3.0,1155.0,07/16/2013,650000.0,37.784298,-122.427058,Western Addition,5.0,Condominium,1963.0,970163.0,94109.0
Address: 900 Bush Street #815,900 Bush St APT 815,2.0,2.0,800.0,07/16/2013,662000.0,37.789945,-122.412735,Downtown,5.0,Condominium,1982.0,821947.0,94109.0
Address: 1255 California Street #504,1255 California St APT 504,2.0,1.0,1075.0,07/16/2013,720000.0,37.790995,-122.414995,Downtown,3.0,Condominium,1984.0,863741.0,94109.0
Address: 22 Escolta Way,22 Escolta Way,1.0,3.0,1091.0,07/16/2013,725000.0,37.737782,-122.487934,Parkside,5.0,SingleFamily,1945.0,979787.0,94116.0
Address: 3450 Noriega Street,3450 Noriega St,1.0,2.0,1092.0,07/16/2013,737000.0,37.753336,-122.500888,Outer Sunset,5.0,SingleFamily,1941.0,1455520.0,94122.0
Address: 1322 Lyon Street,1322 Lyon St,1.0,3.0,1676.0,07/16/2013,827500.0,37.78314,-122.44422,Lower Pacific Heights,6.0,Condominium,1900.0,1010835.0,94115.0
Address: 2347 Union Street #3,2347 Union St APT 3,1.0,1.0,863.0,07/16/2013,845000.0,37.796497,-122.437892,Cow Hollow,3.0,Condominium,1924.0,891597.0,94123.0
Address: 81 Lansing Street #307,81 Lansing St APT 307,1.0,1.0,1085.0,07/16/2013,863000.0,37.78565,-122.394031,South Beach,4.0,Condominium,1995.0,1061881.0,94105.0
Address: 4635 17th Street,4635-4637 17TH St,2.0,2.0,1175.0,07/16/2013,900000.0,37.761621,-122.447394,Parnassus - Ashbury,8.0,SingleFamily,1946.0,1362858.0,94117.0
Address: 472 12th Avenue,472 12th Ave,1.0,2.0,1508.0,11/16/2015,1250000.0,37.779371,-122.470275,Inner Richmond,6.0,Condominium,1931.0,1246480.0,94118.0
Address: 2147 33rd Avenue,2147 33rd Ave,2.75,3.0,1231.0,07/17/2013,940000.0,37.747073,-122.491348,Parkside,10.0,SingleFamily,1945.0,1131880.0,94116.0
Address: 338 Spear Street #5A,338 Spear St UNIT 5A,2.0,2.0,1210.5668001981103,07/16/2013,1030000.0,37.789533,-122.390371,South Beach,5.0,Condominium,2009.0,1611429.0,94105.0
Address: 4773 18th Street,4773 18th St,3.0,3.0,1930.0,07/16/2013,1050000.0,37.759566,-122.44425,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,1908.0,2059677.0,94114.0
Address: 37 Midway Street #3,37 Midway St APT 3,2.0,2.0,1440.0,07/16/2013,1050000.0,37.805759,-122.409667,Telegraph Hill,4.0,Condominium,1986.0,1857624.0,94133.0
Address: 117 Frederick Street,117 Frederick St,1.0,2.0,977.0,02/06/2014,935000.0,37.767077,-122.445618,Parnassus - Ashbury,5.0,Condominium,1900.0,924826.0,94117.0
Address: 114 29th Street,114 29th St,2.5,3.0,1284.0,07/16/2013,1120000.0,37.744165,-122.423061,Noe Valley,6.0,Condominium,2005.0,1290147.0,94110.0
Address: 84 Mangels Avenue,84 Mangels Ave,3.0,3.0,1700.0,07/16/2013,1190000.0,37.733276,-122.439513,Glen Park,7.0,SingleFamily,1957.0,1734085.0,94131.0
Address: 631 Folsom Street #2F,631 Folsom St APT 2F,2.0,2.0,1200.0,07/16/2013,1200000.0,37.784713,-122.396873,Yerba Buena,5.0,Condominium,2009.0,1507539.0,94107.0
Address: 4531 20th Street,4531 20th St,2.0,2.0,1500.0,07/16/2013,1340000.0,37.75723,-122.438539,Eureka Valley - Dolores Heights - Castro,6.0,Condominium,1991.0,1764723.0,94114.0
Address: 2140 Bush Street #3,2140 Bush St APT 3,2.0,2.0,1677.0,07/16/2013,1550000.0,37.787419,-122.432478,Lower Pacific Heights,5.0,Condominium,1920.0,1626414.0,94115.0
Address: 527 Diamond Street,527 Diamond St,2.5,3.0,2215.0,07/16/2013,2100000.0,37.753978,-122.436245,Noe Valley,9.0,SingleFamily,1912.0,2666261.0,94114.0
Address: 1810 Green Street,1810 Green St,3.5,3.0,1386.0,07/24/2015,3400000.0,37.79719,-122.42903,Cow Hollow,9.0,Condominium,1900.0,3228078.0,94123.0
Address: 3518 Divisadero Street,3518-3520 Divisadero St,1.0,2.0,3900.0,07/16/2013,2204500.0,37.80221,-122.443005,Marina,14.0,Duplex,1925.0,3825824.0,94123.0
Address: 83 Divisadero Street,83 Divisadero St,3.5,5.0,3520.0,07/16/2013,3850000.0,37.768625,-122.436886,Buena Vista Park,10.0,SingleFamily,1902.0,5095861.0,94117.0
Address: 2701 Pacific Avenue,2701 Pacific Ave,4.0,7.0,7500.0,07/16/2013,8600000.0,37.792537,-122.439847,Pacific Heights,13.0,SingleFamily,1900.0,12423039.0,94115.0
Address: 142 Marston Avenue,142 Marston Ave,1.0,2.0,960.0,04/24/2014,768000.0,37.727711,-122.447305,Sunnyside,4.0,SingleFamily,1910.0,1004365.0,94112.0
Address: 8 Woodland Avenue,8 Woodland Ave,2.5,3.0,1868.0,12/12/2014,1150000.0,37.764218,-122.453296,Parnassus - Ashbury,4.0,SingleFamily,1908.0,1833917.0,94117.0
Address: 1160 Mission Street #1605,1160 Mission St UNIT 1605,1.0,1.0,664.0,07/15/2013,596000.0,37.778705,-122.412635,South of Market,3.0,Condominium,2008.0,791256.0,94103.0
Address: 36 Bronte Street,36 Bronte St,2.0,3.0,1240.0,07/15/2013,925000.0,37.739141,-122.410361,Bernal Heights,6.0,SingleFamily,1960.0,1111293.0,94110.0
Address: 1574 24th Avenue,1574 24th Ave,2.0,4.0,2002.0,07/15/2013,1000000.0,37.758233,-122.481795,Central Sunset,9.0,SingleFamily,1932.0,1105803.0,94122.0
Address: 2178 27th Avenue,2178 27th Ave,3.0,6.0,2000.0,07/15/2013,1030000.0,37.746838,-122.484225,Parkside,10.0,SingleFamily,1939.0,1454757.0,94116.0
Address: 1812 Scott Street,1812 Scott St,1.5,3.0,2322.0,07/15/2013,1782000.0,37.786852,-122.438266,Lower Pacific Heights,7.0,SingleFamily,1900.0,2547455.0,94115.0
Address: 219 Brannan Street #18K,219 Brannan St UNIT 18K,2.0,2.0,1275.0,07/15/2013,1795000.0,37.782714,-122.390375,South Beach,5.0,Condominium,2000.0,1689213.0,94107.0
Address: 125 Pioche Street,125 Pioche St,1.0,1.0,730.0,07/12/2013,379000.0,37.728483,-122.419746,Portola,3.0,SingleFamily,1948.0,808163.0,94134.0
Address: 83 McAllister Street #501,83 Mcallister St APT 501,1.0,1.0,462.0,07/12/2013,480000.0,37.7807,-122.41327,Van Ness - Civic Center,4.0,Condominium,1908.0,775527.0,94102.0
Address: 151 Alice B Toklas Place #405,151 Alice B Toklas Pl APT 405,1.0,1.0,758.0,07/12/2013,540000.0,37.78509,-122.42068,Van Ness - Civic Center,3.0,Condominium,1920.0,750150.0,94109.0
Address: 119 Arleta Avenue,119 Arleta Ave,1.0,2.0,1200.0,07/12/2013,615000.0,37.713185,-122.405391,Visitacion Valley,4.0,SingleFamily,1950.0,695195.0,94134.0
Address: 2171 Sacramento Street #4,2171 Sacramento St APT 4,1.0,1.0,610.0,07/12/2013,625000.0,37.790253,-122.428515,Pacific Heights,4.0,Condominium,1970.0,811790.0,94109.0
Address: 851 South Van Ness Avenue #402,851 Van Ness Ave APT 402,2.0,2.0,895.0,07/12/2013,630000.0,37.78352,-122.421356,Van Ness - Civic Center,3.0,Condominium,2002.0,919897.0,94109.0
Address: 1366 Turk Street #3D,1366 Turk St APT 3D,2.0,2.0,1184.0,07/12/2013,660000.0,37.780792,-122.43151,Western Addition,4.0,MultiFamily2To4,2003.0,1086738.0,94115.0
Address: 848 Girard Street,848 Girard St,5.0,6.0,3544.0,07/12/2013,800000.0,37.721864,-122.402639,Portola,12.0,SingleFamily,1924.0,1704613.0,94134.0
Address: 150 Elsie Street,150 Elsie St,2.5,4.0,1718.0,07/12/2013,815000.0,37.74209,-122.418373,Bernal Heights,6.0,Duplex,1907.0,1622506.0,94110.0
Address: 2060 Sutter Street #406,2060 Sutter St APT 406,2.0,2.0,1056.0,04/13/2015,1280000.0,37.786233,-122.434364,Lower Pacific Heights,5.0,Condominium,1984.0,1306910.0,94115.0
Address: 133 College Avenue #1,133 College Ave # 1,3.0,3.0,1434.0,07/12/2013,1025000.0,37.735612,-122.426463,Bernal Heights,8.0,Condominium,1900.0,924789.0,94112.0
Address: 110 Sylvan Drive,110 Sylvan Dr,3.0,4.0,2068.0,07/12/2013,1050000.0,37.732026,-122.485128,Lakeshore,9.0,SingleFamily,1950.0,1459190.0,94132.0
Address: 257 Lexington Street,257 Lexington St,2.0,2.0,1390.0,02/14/2012,835000.0,37.759258,-122.420364,Mission,5.0,Condominium,1910.0,1351261.0,94110.0
Address: 88 King Street #320,88 King St APT 320,2.0,2.0,1165.0,07/12/2013,1150000.0,37.78063,-122.389635,South Beach,4.0,Condominium,2000.0,1385464.0,94107.0
Address: 873 South Van Ness Avenue,873-875 S Van Ness Ave,2.0,3.0,2400.0,07/12/2013,1200000.0,37.75925,-122.41656,Mission,5.0,Cooperative,1935.0,2239628.0,94110.0
Address: 221 5th Avenue,221 5th Ave,2.0,4.0,2600.0,07/12/2013,1225000.0,37.784355,-122.463778,Inner Richmond,9.0,SingleFamily,1900.0,2588574.0,94118.0
Address: 1839 14th Avenue,1839 14th Ave,2.0,4.0,2038.0,07/12/2013,1225000.0,37.75367,-122.471459,Golden Gate Heights,7.0,SingleFamily,1964.0,1725862.0,94122.0
Address: 1537 Pacific Avenue,1537 Pacific Ave,1.5,4.0,1740.0,07/12/2013,1265000.0,37.795118,-122.420565,Nob Hill,7.0,Condominium,1910.0,2447376.0,94109.0
Address: 45 Downey Street,45 Downey St,1.0,2.0,1151.0,07/12/2013,1275000.0,37.768104,-122.447601,Haight-Ashbury,5.0,Condominium,1900.0,1173333.0,94117.0
Address: 912 Filbert Street,912 Filbert St,1.0,3.0,1708.0,07/12/2013,1725000.0,37.8009,-122.414615,Russian Hill,5.0,Condominium,1912.0,1571258.0,94133.0
Address: 245 Santa Paula Avenue,245 Santa Paula Ave,4.0,5.0,3247.0,07/12/2013,2000000.0,37.736045,-122.462627,St. Francis Wood,10.0,SingleFamily,1951.0,3350178.0,94127.0
Address: 355 East Buena Vista Avenue #411W,355 Buena Vista Ave E UNIT 411,1.0,1.0,659.0,07/11/2013,550000.0,37.767292,-122.439918,Buena Vista Park,3.0,Condominium,1986.0,841642.0,94117.0
Address: 990 Duncan Street #301G,990 Duncan St APT 301G,1.0,2.0,990.0,07/11/2013,575000.0,37.745299,-122.442617,Diamond Heights,4.0,Condominium,1972.0,742093.0,94131.0
Address: 454 Lombard Street #5,454 Lombard St APT 5,1.0,1.0,700.0,07/11/2013,620000.0,37.803606,-122.409074,Telegraph Hill,3.0,Condominium,1974.0,773444.0,94133.0
Address: 2126 30th Avenue,2126 30th Ave,4.0,5.0,2392.0,08/29/2014,1250000.0,37.747587,-122.4875,Parkside,5.0,SingleFamily,1935.0,1431216.0,94116.0
Address: 2172 Pacific Avenue #2,2172 Pacific Ave APT 2,1.0,1.0,625.0,07/11/2013,730000.0,37.794086,-122.431091,Pacific Heights,3.0,Condominium,1900.0,730521.0,94115.0
Address: 250 Elsie Street,250 Elsie St,1.0,2.0,750.0,07/11/2013,745000.0,37.740183,-122.419659,Bernal Heights,4.0,SingleFamily,1907.0,1096907.0,94110.0
Address: 1350 Natoma Street #4,1350 Natoma St APT 4,2.0,2.0,882.0,07/11/2013,762000.0,37.767559,-122.418678,Mission,5.0,Condominium,2007.0,838844.0,94103.0
Address: 1680 Fulton Street,1680 Fulton St,1.0,2.0,1104.0,07/11/2013,770000.0,37.776294,-122.444473,North Panhandle,6.0,Condominium,1906.0,1166175.0,94117.0
Address: 943 Quintara Street,943 Quintara St,4.0,6.0,2459.0,07/11/2013,810000.0,37.748441,-122.475756,Inner Parkside,12.0,SingleFamily,1933.0,1464741.0,94116.0
Address: 27 Starview Way,27 Starview Way,1.0,2.0,1062.0,07/11/2013,810000.0,37.750006,-122.451849,Midtown Terrace,5.0,SingleFamily,1956.0,1026247.0,94131.0
Address: 3701 Divisadero Street #303,3701 Divisadero St APT 303,1.0,1.0,901.0,07/11/2013,831000.0,37.803844,-122.44396,Marina,3.0,Condominium,1992.0,1011604.0,94123.0
Address: 4121 Folsom Street,4121 Folsom St,2.0,3.0,1203.0,07/11/2013,840000.0,37.735577,-122.413423,Bernal Heights,5.0,SingleFamily,1947.0,1149969.0,94110.0
Address: 2535 27th Avenue,2535 27th Ave,2.0,4.0,1805.0,07/11/2013,850000.0,37.740105,-122.484413,Parkside,8.0,SingleFamily,1900.0,1429617.0,94116.0
Address: 1850 33rd Avenue,1850 33rd Ave,2.0,4.0,2023.0,07/11/2013,855000.0,37.752627,-122.491078,Central Sunset,7.0,SingleFamily,1941.0,1302595.0,94122.0
Address: 1407 Kansas Street,1407 Kansas St,2.0,3.0,1250.0,07/11/2013,885000.0,37.751718,-122.401979,Potrero Hill,6.0,SingleFamily,1900.0,1224641.0,94107.0
Address: 1624 Filbert Street #4,1624 Filbert St APT 4,1.0,1.0,969.0,07/11/2013,885000.0,37.799441,-122.426362,Cow Hollow,3.0,Condominium,1925.0,971918.0,94123.0
Address: 2 Van Buren Street,2 Van Buren St,3.0,3.0,2317.0,07/11/2013,910000.0,37.736612,-122.435662,Glen Park,7.0,SingleFamily,1915.0,2105471.0,94131.0
Address: 2527 29th Avenue,2527 29th Ave,3.0,4.0,2003.0,07/11/2013,1105000.0,37.740143,-122.48656,Parkside,8.0,SingleFamily,1926.0,1236929.0,94116.0
Address: 111 Manchester Street,111 Manchester St,2.5,3.0,1560.0,07/11/2013,1145000.0,37.744779,-122.413917,Bernal Heights,7.0,SingleFamily,1900.0,1569309.0,94110.0
Address: 250 King Street #1202,250 King St UNIT 1202,2.0,2.0,1476.0,07/11/2013,1180000.0,37.777645,-122.39343,South of Market,4.0,MultiFamily2To4,2004.0,1575570.0,94107.0
Address: 1424 10th Avenue,1424 10th Ave,1.5,3.0,1420.0,07/11/2013,1201500.0,37.761588,-122.466885,Inner Sunset,6.0,SingleFamily,1909.0,1560486.0,94122.0
Address: 174 27th Street,174 27th St,1.0,3.0,1051.0,07/11/2013,1250000.0,37.747318,-122.424091,Noe Valley,6.0,SingleFamily,1900.0,1541102.0,94110.0
Address: 1912 Broderick Street,1912 Broderick St,1.5,3.0,1430.0,07/11/2013,1629000.0,37.788405,-122.441915,Pacific Heights,6.0,Condominium,1900.0,1725882.0,94115.0
Address: 2004 Steiner Street,2004 Steiner St,2.0,3.0,2041.0,07/11/2013,1850000.0,37.788118,-122.435158,Lower Pacific Heights,6.0,Condominium,1900.0,2521665.0,94115.0
Address: 1919 22nd Street,1919 22nd St,3.0,4.0,2147.0,07/11/2013,2000000.0,37.757098,-122.400204,Potrero Hill,8.0,Condominium,1931.0,1998661.0,94107.0
Address: 80 21st Avenue,80 21st Ave,4.5,4.0,3930.0,07/11/2013,3300000.0,37.786196,-122.480701,Lake,10.0,SingleFamily,1912.0,5389737.0,94121.0
Address: 726 Burrows Street,726 Burrows St,3.0,4.0,2078.0,07/10/2013,445000.0,37.727353,-122.410642,Portola,7.0,SingleFamily,1963.0,1152507.0,94134.0
Address: 1468 Thomas Avenue,1468 Thomas Ave,1.0,1.0,840.0,07/10/2013,460000.0,37.729174,-122.388566,Bayview,4.0,SingleFamily,1925.0,515967.0,94124.0
Address: 1222 Hawes Street,1222 Hawes St,1.0,2.0,1025.0,07/10/2013,475000.0,37.728447,-122.382065,Bayview,5.0,SingleFamily,1951.0,496495.0,94124.0
Address: 113 Otter Cove Terrace,113 Otter Cove Ter,3.0,4.0,1930.0,07/10/2013,719000.0,37.712391,-122.39498,Bayview,7.0,Condominium,2013.0,939835.0,94134.0
Address: 72 Monterey Boulevard,72 Monterey Blvd,6.0,8.0,3203.0,07/10/2013,720000.0,37.731864,-122.436707,Glen Park,14.0,SingleFamily,1910.0,1857397.0,94131.0
Address: 358 Edinburgh Street,358 Edinburgh St,1.0,2.0,1250.0,07/10/2013,721500.0,37.72354,-122.430604,Excelsior,5.0,SingleFamily,1925.0,850973.0,94112.0
Address: 2086 24th Avenue,2086 24th Ave,2.0,2.0,1128.0,07/10/2013,770000.0,37.7487,-122.48124,Parkside,6.0,SingleFamily,1943.0,1006493.0,94116.0
Address: 123 Escolta Way,123 Escolta Way,1.0,2.0,1349.0,07/10/2013,810000.0,37.737602,-122.488792,Parkside,6.0,SingleFamily,1937.0,1282181.0,94116.0
Address: 2367 43rd Avenue,2367 43rd Ave,3.0,3.0,2530.0,07/10/2013,925000.0,37.742527,-122.501778,Outer Parkside,7.0,SingleFamily,1983.0,2090632.0,94116.0
Address: 740 Foerster Street,740 Foerster St,1.0,2.0,1085.0,07/10/2013,953000.0,37.734947,-122.448638,Miraloma Park,8.0,SingleFamily,1941.0,1293723.0,94127.0
Address: 66 5th Avenue,66 5th Ave,1.5,3.0,1599.0,05/20/2014,1540000.0,37.787496,-122.463344,Lake,6.0,Condominium,1908.0,1908967.0,94118.0
Address: 229 9th Avenue,229 9th Ave,3.5,4.0,2089.0,07/10/2013,1775000.0,37.784002,-122.468048,Inner Richmond,8.0,SingleFamily,1908.0,1892180.0,94118.0
Address: 1339 25th Avenue,1339 25th Ave,2.0,4.0,3017.0,07/09/2013,570000.0,37.762506,-122.48383,Central Sunset,12.0,Duplex,1933.0,1824474.0,94122.0
Address: 24 Niagara Avenue,24 Niagara Ave,1.0,1.0,836.0,07/09/2013,575000.0,37.716088,-122.441994,Outer Mission,7.0,SingleFamily,1907.0,892568.0,94112.0
Address: 511 Campbell Avenue,511 Campbell Ave,3.0,3.0,2761.0,07/09/2013,660000.0,37.715122,-122.406563,Visitacion Valley,8.0,SingleFamily,2009.0,1061266.0,94134.0
Address: 600 Garfield Street,600 Garfield St,1.5,3.0,1320.0,07/09/2013,670000.0,37.719849,-122.468201,Merced Heights,5.0,SingleFamily,1946.0,987480.0,94132.0
Address: 279 Raymond Avenue,279 Raymond Ave,2.0,3.0,1650.0,07/09/2013,681000.0,37.713473,-122.408826,Visitacion Valley,7.0,SingleFamily,1926.0,790995.0,94134.0
Address: 540 Wisconsin Street,540 Wisconsin St,2.0,2.0,1200.0,07/09/2013,700000.0,37.760459,-122.399735,Potrero Hill,5.0,Condominium,1978.0,1096705.0,94107.0
Address: 325 Berry Street #317,325 Berry St APT 317,1.0,1.0,741.0,09/26/2014,890000.0,37.773387,-122.395759,South of Market,4.0,Condominium,2007.0,829889.0,94158.0
Address: 2937 Scott Street #1,2937 Scott St APT 1,1.0,1.0,946.0,07/09/2013,715000.0,37.796992,-122.44089,Cow Hollow,4.0,Condominium,1909.0,2080312.0,94123.0
Address: 3027 Alemany Boulevard,3027 Alemany Blvd,3.0,4.0,2050.0,07/09/2013,720000.0,37.710768,-122.453393,Outer Mission,8.0,SingleFamily,1978.0,904968.0,94112.0
Address: 1986 48th Avenue,1986 48th Ave,2.0,3.0,1316.0,07/09/2013,760000.0,37.749431,-122.507083,Outer Parkside,7.0,SingleFamily,1946.0,996933.0,94116.0
Address: 230 Brazil Avenue,230 Brazil Ave,2.0,3.0,2430.0,07/09/2013,805000.0,37.723503,-122.432861,Excelsior,8.0,SingleFamily,1924.0,983198.0,94112.0
Address: 135 Faith Street,135 Faith St,1.0,2.0,875.0,07/09/2013,807000.0,37.74411,-122.406694,Bernal Heights,4.0,SingleFamily,1900.0,1186727.0,94110.0
Address: 765 Geneva Avenue,765 Geneva Ave,2.0,2.0,1700.0,07/09/2013,810000.0,37.718283,-122.442597,Mission Terrace,7.0,SingleFamily,1949.0,940724.0,94112.0
